Order ID,Order Date,Ship Date,Customer ID,Region,Segment,Category,Sub-Category,Quantity,Unit Price,Sales,Discount,Profit,Year,Month,Ship Delay Days,Profit Margin %
ORD100514,14-09-2021,17-09-2021,CUST1129,West,Consumer,Office Supplies,Binders,2,40.51,81.02,0.1,14.28,2021,01-09-2021,3,17.62527771
ORD100515,24-12-2022,30-12-2022,CUST1409,West,Consumer,Furniture,Tables,2,22.16,44.32,0.05,10.53,2022,01-12-2022,6,23.75902527
ORD100516,09-01-2023,12-01-2023,CUST1198,Central,Home Office,Furniture,Chairs,2,41.34,82.68,0.15,-13.31,2023,01-01-2023,3,-16.09820997
ORD100517,05-08-2020,06-08-2020,CUST1305,South,Consumer,Technology,Accessories,3,127.34,382.02,0,82.29,2020,01-08-2020,1,21.54075703
ORD100518,01-07-2024,06-07-2024,CUST1280,West,Corporate,Office Supplies,Binders,8,58.42,467.36,0,62.43,2024,01-07-2024,5,13.35801096
ORD100519,26-11-2024,29-11-2024,CUST1184,West,Corporate,Technology,Copiers,4,53.71,214.84,0.05,34.81,2024,01-11-2024,3,16.20275554
ORD100520,27-12-2020,30-12-2020,CUST1072,East,Consumer,Furniture,Bookcases,9,77.81,700.29,0.15,-9.39,2020,01-12-2020,3,-1.340873067
ORD100521,03-08-2020,09-08-2020,CUST1056,East,Consumer,Technology,Copiers,2,144.89,289.78,0.2,13.43,2020,01-08-2020,6,4.634550349
ORD100522,09-06-2023,10-06-2023,CUST1333,Central,Consumer,Technology,Copiers,5,13.26,66.3,0,7.97,2023,01-06-2023,1,12.02111614
ORD100523,25-11-2023,28-11-2023,CUST1419,Central,Consumer,Technology,Computers,6,156.06,936.36,0.15,101.78,2023,01-11-2023,3,10.86975095
ORD100524,01-01-2023,07-01-2023,CUST1122,South,Consumer,Office Supplies,Paper,5,59.47,297.35,0.2,-7.18,2023,01-01-2023,6,-2.414662855
ORD100525,21-04-2022,22-04-2022,CUST1197,South,Home Office,Office Supplies,Binders,1,38.62,38.62,0.15,-8.55,2022,01-04-2022,1,-22.13878819
ORD100526,13-05-2019,14-05-2019,CUST1043,West,Corporate,Office Supplies,Pens,1,18.41,18.41,0,0.77,2019,01-05-2019,1,4.182509506
ORD100527,25-07-2024,28-07-2024,CUST1352,West,Consumer,Office Supplies,Binders,5,24.65,123.25,0.05,4.32,2024,01-07-2024,3,3.505070994
ORD100528,18-11-2020,19-11-2020,CUST1470,Central,Consumer,Technology,Phones,8,84.92,679.36,0.05,110.87,2020,01-11-2020,1,16.31977155
ORD100529,08-05-2021,12-05-2021,CUST1071,Central,Consumer,Office Supplies,Binders,7,33.29,233.03,0,28.28,2021,01-05-2021,4,12.13577651
ORD100530,06-01-2019,09-01-2019,CUST1053,South,Home Office,Office Supplies,Labels,3,8.39,25.17,0.1,-3.38,2019,01-01-2019,3,-13.42868494
ORD100531,12-07-2024,14-07-2024,CUST1193,South,Consumer,Furniture,Bookcases,4,16.13,64.52,0.1,-4.4,2024,01-07-2024,2,-6.819590825
ORD100532,12-07-2021,14-07-2021,CUST1474,East,Consumer,Office Supplies,Binders,4,53.43,213.72,0.05,15.14,2021,01-07-2021,2,7.084035186
ORD100533,05-12-2021,09-12-2021,CUST1187,Central,Consumer,Furniture,Chairs,9,11.62,104.58,0.1,10.78,2021,01-12-2021,4,10.30789826
ORD100534,21-10-2020,24-10-2020,CUST1297,Central,Consumer,Technology,Phones,3,182.19,546.57,0.15,63.33,2020,01-10-2020,3,11.58680498
ORD100535,31-05-2024,01-06-2024,CUST1210,West,Corporate,Technology,Computers,7,79.04,553.28,0.1,75.25,2024,01-05-2024,1,13.6007085
ORD100536,05-10-2020,06-10-2020,CUST1041,West,Home Office,Office Supplies,Pens,6,58.25,349.5,0.1,20.08,2020,01-10-2020,1,5.745350501
ORD100537,22-12-2021,25-12-2021,CUST1354,West,Consumer,Technology,Copiers,8,35.85,286.8,0.1,39.47,2021,01-12-2021,3,13.76220363
ORD100538,03-07-2024,07-07-2024,CUST1357,East,Consumer,Office Supplies,Pens,3,2.97,8.91,0.05,1.58,2024,01-07-2024,4,17.7328844
ORD100539,21-05-2024,25-05-2024,CUST1304,West,Consumer,Office Supplies,Binders,7,78.25,547.75,0.05,55.19,2024,01-05-2024,4,10.07576449
ORD100540,02-12-2019,04-12-2019,CUST1027,Central,Corporate,Technology,Phones,9,56.25,506.25,0.1,71.7,2019,01-12-2019,2,14.16296296
ORD100541,26-06-2024,28-06-2024,CUST1285,East,Corporate,Furniture,Bookcases,1,42.32,42.32,0.1,1,2024,01-06-2024,2,2.36294896
ORD100542,27-01-2021,27-01-2021,CUST1046,Central,Consumer,Office Supplies,Labels,5,91.71,458.55,0,58.92,2021,01-01-2021,0,12.84919856
ORD100543,14-12-2021,16-12-2021,CUST1277,West,Corporate,Office Supplies,Pens,1,109.78,109.78,0.15,6,2021,01-12-2021,2,5.465476407
ORD100544,10-09-2019,13-09-2019,CUST1436,East,Corporate,Office Supplies,Binders,2,16.34,32.68,0.15,3.07,2019,01-09-2019,3,9.394124847
ORD100545,23-08-2023,25-08-2023,CUST1177,East,Corporate,Furniture,Tables,9,4.22,37.98,0.15,4.76,2023,01-08-2023,2,12.53291206
ORD100546,11-09-2023,14-09-2023,CUST1155,West,Consumer,Furniture,Furnishings,3,21.13,63.39,0,10.82,2023,01-09-2023,3,17.06893832
ORD100547,06-06-2023,07-06-2023,CUST1303,West,Consumer,Furniture,Chairs,7,27.32,191.24,0.1,3.77,2023,01-06-2023,1,1.971344907
ORD100548,09-12-2020,13-12-2020,CUST1254,West,Corporate,Furniture,Tables,7,16.71,116.97,0,3.47,2020,01-12-2020,4,2.966572625
ORD100549,24-06-2019,29-06-2019,CUST1401,West,Home Office,Office Supplies,Labels,5,27.95,139.75,0.2,2.45,2019,01-06-2019,5,1.75313059
ORD100550,28-08-2020,31-08-2020,CUST1028,Central,Home Office,Furniture,Bookcases,1,47.26,47.26,0,-0.57,2020,01-08-2020,3,-1.206093948
ORD100551,23-12-2019,24-12-2019,CUST1171,Central,Home Office,Office Supplies,Labels,6,3.18,19.08,0.15,1.9,2019,01-12-2019,1,9.958071279
ORD100552,20-02-2024,25-02-2024,CUST1378,South,Consumer,Furniture,Chairs,2,31.05,62.1,0,13.64,2024,01-02-2024,5,21.96457327
ORD100553,30-08-2020,31-08-2020,CUST1382,East,Consumer,Technology,Phones,6,17.37,104.22,0,28.4,2020,01-08-2020,1,27.25004798
ORD100554,17-03-2022,17-03-2022,CUST1250,South,Consumer,Furniture,Bookcases,7,23.76,166.32,0.2,-9.18,2022,01-03-2022,0,-5.519480519
ORD100555,11-06-2024,14-06-2024,CUST1214,East,Consumer,Technology,Computers,5,85.64,428.2,0.1,52,2024,01-06-2024,3,12.14385801
ORD100556,12-08-2020,14-08-2020,CUST1412,East,Consumer,Technology,Computers,3,59.31,177.93,0.05,32.99,2020,01-08-2020,2,18.54099927
ORD100557,31-08-2021,01-09-2021,CUST1110,Central,Home Office,Office Supplies,Labels,6,105.18,631.08,0,65.46,2021,01-08-2021,1,10.37269443
ORD100558,15-10-2022,17-10-2022,CUST1387,Central,Consumer,Furniture,Bookcases,3,97.83,293.49,0.1,-3.62,2022,01-10-2022,2,-1.233432144
ORD100559,07-02-2020,10-02-2020,CUST1014,West,Consumer,Furniture,Tables,7,114.15,799.05,0.2,-34.94,2020,01-02-2020,3,-4.372692572
ORD100560,20-12-2023,20-12-2023,CUST1490,Central,Corporate,Technology,Copiers,8,61.82,494.56,0.15,55.49,2023,01-12-2023,0,11.22007441
ORD100561,01-01-2020,02-01-2020,CUST1153,South,Corporate,Office Supplies,Paper,9,56.23,506.07,0.15,10.57,2020,01-01-2020,1,2.088643863
ORD100562,12-03-2023,12-03-2023,CUST1189,East,Consumer,Furniture,Tables,2,8.49,16.98,0.15,-2.68,2023,01-03-2023,0,-15.78327444
ORD100563,11-07-2023,12-07-2023,CUST1159,West,Consumer,Office Supplies,Binders,9,2.45,22.05,0,2.97,2023,01-07-2023,1,13.46938776
ORD100564,25-08-2019,27-08-2019,CUST1322,East,Home Office,Office Supplies,Labels,8,33.16,265.28,0.2,-0.28,2019,01-08-2019,2,-0.105548854
ORD100565,26-03-2021,28-03-2021,CUST1147,South,Corporate,Office Supplies,Labels,6,38.46,230.76,0,25.15,2021,01-03-2021,2,10.89876928
ORD100566,06-05-2019,08-05-2019,CUST1075,South,Consumer,Office Supplies,Labels,2,70.66,141.32,0.1,2.13,2019,01-05-2019,2,1.507217662
ORD100567,03-12-2022,09-12-2022,CUST1426,East,Consumer,Office Supplies,Pens,7,5.19,36.33,0.1,1.98,2022,01-12-2022,6,5.450041288
ORD100568,23-07-2019,25-07-2019,CUST1443,West,Corporate,Office Supplies,Paper,1,29.39,29.39,0.2,-2.38,2019,01-07-2019,2,-8.097992514
ORD100569,26-04-2021,28-04-2021,CUST1097,East,Home Office,Office Supplies,Labels,3,90.74,272.22,0.2,2.26,2021,01-04-2021,2,0.830210859
ORD100570,06-02-2019,08-02-2019,CUST1027,West,Corporate,Technology,Accessories,3,39.96,119.88,0,25.39,2019,01-02-2019,2,21.17951285
ORD100571,05-07-2021,10-07-2021,CUST1150,Central,Consumer,Office Supplies,Pens,3,4.08,12.24,0.1,-9.61,2021,01-07-2021,5,-78.5130719
ORD100572,29-11-2022,03-12-2022,CUST1312,South,Consumer,Technology,Accessories,7,163.83,1146.81,0.15,118.18,2022,01-11-2022,4,10.30510721
ORD100573,15-06-2023,17-06-2023,CUST1169,Central,Consumer,Technology,Phones,7,93.23,652.61,0.15,64.53,2023,01-06-2023,2,9.887988232
ORD100574,03-03-2022,08-03-2022,CUST1076,South,Consumer,Office Supplies,Binders,1,3.93,3.93,0.05,3.41,2022,01-03-2022,5,86.76844784
ORD100575,24-08-2022,27-08-2022,CUST1497,Central,Consumer,Furniture,Bookcases,9,43.6,392.4,0.15,-3.76,2022,01-08-2022,3,-0.958205912
ORD100576,11-09-2021,12-09-2021,CUST1141,Central,Corporate,Furniture,Furnishings,2,5.65,11.3,0.2,-0.14,2021,01-09-2021,1,-1.238938053
ORD100577,15-04-2019,20-04-2019,CUST1428,Central,Home Office,Technology,Copiers,1,89.16,89.16,0.1,7.11,2019,01-04-2019,5,7.974427995
ORD100578,10-05-2023,17-05-2023,CUST1417,Central,Corporate,Technology,Accessories,8,47.38,379.04,0,81.14,2023,01-05-2023,7,21.40671169
ORD100579,29-12-2024,02-01-2025,CUST1038,Central,Consumer,Technology,Computers,9,52.17,469.53,0,98.5,2024,01-12-2024,4,20.97842523
ORD100580,11-01-2021,13-01-2021,CUST1190,West,Corporate,Office Supplies,Labels,8,54.74,437.92,0.2,-3.02,2021,01-01-2021,2,-0.689623676
ORD100581,19-01-2021,20-01-2021,CUST1098,East,Consumer,Furniture,Bookcases,9,25.71,231.39,0,13.51,2021,01-01-2021,1,5.838627426
ORD100582,11-06-2022,17-06-2022,CUST1007,Central,Consumer,Office Supplies,Pens,3,0.93,2.79,0.05,-2,2022,01-06-2022,6,-71.68458781
ORD100583,14-03-2024,15-03-2024,CUST1396,East,Home Office,Furniture,Furnishings,4,111.99,447.96,0.15,-4.48,2024,01-03-2024,1,-1.000089294
ORD100584,19-10-2019,22-10-2019,CUST1311,East,Home Office,Technology,Accessories,7,128.51,899.57,0.1,123.54,2019,01-10-2019,3,13.7332281
ORD100585,10-12-2024,11-12-2024,CUST1473,West,Consumer,Office Supplies,Binders,3,5.8,17.4,0,6.6,2024,01-12-2024,1,37.93103448
ORD100586,04-11-2022,05-11-2022,CUST1152,West,Consumer,Office Supplies,Labels,7,67.57,472.99,0.2,-4.06,2022,01-11-2022,1,-0.858369099
ORD100587,08-01-2021,10-01-2021,CUST1339,Central,Corporate,Technology,Computers,5,59.95,299.75,0,67.04,2021,01-01-2021,2,22.36530442
ORD100588,07-07-2022,09-07-2022,CUST1215,South,Consumer,Technology,Phones,9,133.66,1202.94,0,244.05,2022,01-07-2022,2,20.2877949
ORD100589,10-10-2020,15-10-2020,CUST1472,West,Corporate,Technology,Phones,6,68.32,409.92,0.2,35.06,2020,01-10-2020,5,8.552888368
ORD100590,25-10-2023,31-10-2023,CUST1408,South,Consumer,Office Supplies,Labels,6,25.26,151.56,0.15,3.84,2023,01-10-2023,6,2.53365004
ORD100591,27-03-2021,31-03-2021,CUST1114,Central,Corporate,Technology,Phones,2,79.43,158.86,0.15,18.13,2021,01-03-2021,4,11.41256452
ORD100592,19-02-2021,21-02-2021,CUST1314,West,Consumer,Office Supplies,Binders,8,3.7,29.6,0.05,-0.8,2021,01-02-2021,2,-2.702702703
ORD100593,02-07-2022,06-07-2022,CUST1195,Central,Consumer,Office Supplies,Labels,3,9.41,28.23,0,3.02,2022,01-07-2022,4,10.69783918
ORD100594,06-05-2022,07-05-2022,CUST1218,Central,Consumer,Furniture,Furnishings,6,51.57,309.42,0.2,-17.27,2022,01-05-2022,1,-5.581410381
ORD100595,02-07-2020,05-07-2020,CUST1208,Central,Corporate,Office Supplies,Labels,3,18.61,55.83,0,18.69,2020,01-07-2020,3,33.47662547
ORD100596,11-07-2023,14-07-2023,CUST1115,West,Consumer,Office Supplies,Paper,7,50.1,350.7,0,37.6,2023,01-07-2023,3,10.72141431
ORD100597,28-08-2024,29-08-2024,CUST1026,East,Consumer,Office Supplies,Pens,2,43.42,86.84,0.2,-3.97,2024,01-08-2024,1,-4.571625979
ORD100598,13-11-2021,17-11-2021,CUST1415,East,Corporate,Technology,Phones,4,96.96,387.84,0.2,30.83,2021,01-11-2021,4,7.94915429
ORD100599,22-03-2019,24-03-2019,CUST1097,South,Consumer,Office Supplies,Binders,2,52.51,105.02,0,13.39,2019,01-03-2019,2,12.74995239
ORD100600,01-11-2021,03-11-2021,CUST1391,West,Corporate,Technology,Accessories,6,24.77,148.62,0.2,18.87,2021,01-11-2021,2,12.69681066
ORD100601,08-02-2019,15-02-2019,CUST1426,Central,Corporate,Office Supplies,Binders,1,20.09,20.09,0.2,-2.71,2019,01-02-2019,7,-13.48929816
ORD100602,15-07-2020,19-07-2020,CUST1306,East,Consumer,Office Supplies,Binders,9,19.88,178.92,0,8.23,2020,01-07-2020,4,4.599821149
ORD100603,31-07-2024,03-08-2024,CUST1213,Central,Corporate,Office Supplies,Paper,6,34.06,204.36,0,21.01,2024,01-07-2024,3,10.28087688
ORD100604,06-01-2023,11-01-2023,CUST1124,West,Consumer,Technology,Copiers,2,85.1,170.2,0.1,24.94,2023,01-01-2023,5,14.653349
ORD100605,30-04-2021,04-05-2021,CUST1289,Central,Consumer,Technology,Computers,7,46.35,324.45,0,60.22,2021,01-04-2021,4,18.56064108
ORD100606,31-12-2019,02-01-2020,CUST1112,West,Home Office,Furniture,Furnishings,5,68.43,342.15,0.15,-6.27,2019,01-12-2019,2,-1.832529592
ORD100607,04-11-2019,07-11-2019,CUST1353,Central,Corporate,Technology,Phones,4,79.59,318.36,0.1,43.09,2019,01-11-2019,3,13.53499183
ORD100608,27-04-2022,03-05-2022,CUST1404,East,Corporate,Office Supplies,Binders,9,38.59,347.31,0,44.44,2022,01-04-2022,6,12.7954853
ORD100609,05-04-2022,07-04-2022,CUST1064,South,Corporate,Office Supplies,Pens,6,19.28,115.68,0,17.68,2022,01-04-2022,2,15.2835408
ORD100610,07-07-2019,08-07-2019,CUST1318,West,Consumer,Office Supplies,Paper,9,14.36,129.24,0.1,16.08,2019,01-07-2019,1,12.44196843
ORD100611,03-01-2022,07-01-2022,CUST1097,Central,Corporate,Furniture,Chairs,1,12.25,12.25,0,6.27,2022,01-01-2022,4,51.18367347
ORD100612,11-04-2020,13-04-2020,CUST1277,Central,Corporate,Office Supplies,Labels,3,23.65,70.95,0.2,-1.6,2020,01-04-2020,2,-2.255109232
ORD100613,12-05-2024,14-05-2024,CUST1307,East,Consumer,Technology,Accessories,5,47.81,239.05,0.2,18.7,2024,01-05-2024,2,7.822631249
ORD100614,29-08-2019,01-09-2019,CUST1060,East,Consumer,Furniture,Tables,6,30.32,181.92,0.15,-0.19,2019,01-08-2019,3,-0.104441513
ORD100615,31-05-2024,06-06-2024,CUST1334,West,Corporate,Furniture,Furnishings,2,25.54,51.08,0.05,10.56,2024,01-05-2024,6,20.67345341
ORD100616,29-04-2019,02-05-2019,CUST1124,South,Home Office,Furniture,Tables,1,87.83,87.83,0,6.94,2019,01-04-2019,3,7.901628145
ORD100617,12-08-2023,15-08-2023,CUST1197,Central,Corporate,Office Supplies,Binders,3,38.58,115.74,0,22.85,2023,01-08-2023,3,19.74252635
ORD100618,19-11-2024,19-11-2024,CUST1409,Central,Consumer,Technology,Accessories,7,116.06,812.42,0.2,59.69,2024,01-11-2024,0,7.347184954
ORD100619,26-01-2020,29-01-2020,CUST1377,South,Consumer,Office Supplies,Paper,1,107.21,107.21,0.2,-0.81,2020,01-01-2020,3,-0.755526537
ORD100620,26-04-2023,01-05-2023,CUST1168,East,Corporate,Office Supplies,Binders,7,40.77,285.39,0,31.54,2023,01-04-2023,5,11.0515435
ORD100621,01-09-2024,10-09-2024,CUST1443,West,Consumer,Furniture,Furnishings,1,48.42,48.42,0.1,1.33,2024,01-09-2024,9,2.746798843
ORD100622,06-08-2022,13-08-2022,CUST1186,East,Consumer,Office Supplies,Pens,2,79.92,159.84,0.15,7.39,2022,01-08-2022,7,4.623373373
ORD100623,31-03-2023,02-04-2023,CUST1443,East,Consumer,Office Supplies,Paper,6,17.23,103.38,0.15,6.79,2023,01-03-2023,2,6.568001548
ORD100624,10-01-2024,13-01-2024,CUST1040,South,Consumer,Office Supplies,Labels,8,6.08,48.64,0.1,6.87,2024,01-01-2024,3,14.12417763
ORD100625,14-03-2019,16-03-2019,CUST1376,East,Consumer,Office Supplies,Labels,8,30.92,247.36,0,30.75,2019,01-03-2019,2,12.43127426
ORD100626,08-01-2020,10-01-2020,CUST1202,West,Corporate,Technology,Copiers,5,120.14,600.7,0.1,83.49,2020,01-01-2020,2,13.89878475
ORD100627,28-10-2022,31-10-2022,CUST1100,West,Corporate,Office Supplies,Binders,2,20.34,40.68,0.05,4.46,2022,01-10-2022,3,10.96361849
ORD100628,21-04-2024,22-04-2024,CUST1403,South,Consumer,Technology,Copiers,8,118,944,0.2,74.3,2024,01-04-2024,1,7.870762712
ORD100629,27-06-2021,27-06-2021,CUST1078,Central,Consumer,Office Supplies,Pens,5,90.13,450.65,0.05,41.2,2021,01-06-2021,0,9.142349939
ORD100630,11-03-2020,14-03-2020,CUST1480,South,Consumer,Office Supplies,Paper,3,72.53,217.59,0.2,-1.99,2020,01-03-2020,3,-0.914564088
ORD100631,04-08-2023,08-08-2023,CUST1307,West,Consumer,Office Supplies,Paper,4,18.39,73.56,0.1,1.56,2023,01-08-2023,4,2.120717781
ORD100632,02-06-2021,06-06-2021,CUST1265,Central,Consumer,Technology,Accessories,6,57.83,346.98,0.1,38.88,2021,01-06-2021,4,11.20525679
ORD100633,10-07-2019,13-07-2019,CUST1232,South,Consumer,Furniture,Chairs,7,11.3,79.1,0.15,-0.72,2019,01-07-2019,3,-0.910240202
ORD100634,27-08-2024,28-08-2024,CUST1067,East,Consumer,Office Supplies,Labels,2,23.37,46.74,0,18.55,2024,01-08-2024,1,39.68763372
ORD100635,08-11-2023,12-11-2023,CUST1281,West,Corporate,Furniture,Furnishings,5,60.11,300.55,0,29.98,2023,01-11-2023,4,9.975045749
ORD100636,09-06-2020,13-06-2020,CUST1267,South,Consumer,Office Supplies,Pens,8,62.42,499.36,0.15,10.66,2020,01-06-2020,4,2.134732458
ORD100637,13-10-2021,14-10-2021,CUST1191,Central,Consumer,Office Supplies,Pens,4,1.98,7.92,0,4.81,2021,01-10-2021,1,60.73232323
ORD100638,19-07-2020,24-07-2020,CUST1154,Central,Corporate,Office Supplies,Pens,5,15.88,79.4,0.15,3.1,2020,01-07-2020,5,3.904282116
ORD100639,09-06-2021,12-06-2021,CUST1022,Central,Home Office,Office Supplies,Pens,5,99.36,496.8,0,56.76,2021,01-06-2021,3,11.42512077
ORD100640,29-12-2020,30-12-2020,CUST1404,East,Corporate,Technology,Copiers,8,105.21,841.68,0.15,101.97,2020,01-12-2020,1,12.1150556
ORD100641,21-05-2024,28-05-2024,CUST1168,Central,Home Office,Technology,Computers,1,65.32,65.32,0.1,12.67,2024,01-05-2024,7,19.39681568
ORD100642,22-02-2019,25-02-2019,CUST1105,South,Consumer,Technology,Phones,5,93.9,469.5,0.2,37.13,2019,01-02-2019,3,7.908413206
ORD100643,20-08-2019,25-08-2019,CUST1446,Central,Corporate,Office Supplies,Paper,9,2.03,18.27,0,-10.32,2019,01-08-2019,5,-56.48604269
ORD100644,12-09-2019,15-09-2019,CUST1211,West,Corporate,Technology,Copiers,8,57.8,462.4,0,85.83,2019,01-09-2019,3,18.56185121
ORD100645,09-01-2023,13-01-2023,CUST1477,West,Corporate,Furniture,Chairs,7,20.17,141.19,0.15,-5.72,2023,01-01-2023,4,-4.051278419
ORD100646,12-05-2023,16-05-2023,CUST1329,East,Home Office,Office Supplies,Pens,7,11.91,83.37,0.1,4.16,2023,01-05-2023,4,4.989804486
ORD100647,03-09-2023,06-09-2023,CUST1056,East,Consumer,Furniture,Bookcases,7,78.18,547.26,0.05,30.51,2023,01-09-2023,3,5.575046596
ORD100648,11-04-2021,12-04-2021,CUST1351,West,Home Office,Technology,Computers,9,40.6,365.4,0.2,28.24,2021,01-04-2021,1,7.728516694
ORD100649,15-02-2023,15-02-2023,CUST1179,West,Consumer,Technology,Accessories,8,76.84,614.72,0,125.84,2023,01-02-2023,0,20.4711088
ORD100650,02-11-2019,05-11-2019,CUST1290,East,Consumer,Office Supplies,Paper,3,79.38,238.14,0.1,5.07,2019,01-11-2019,3,2.128999748
ORD100651,17-02-2022,19-02-2022,CUST1171,West,Consumer,Technology,Accessories,5,88.7,443.5,0.05,77.03,2022,01-02-2022,2,17.3686584
ORD100652,24-01-2019,31-01-2019,CUST1274,East,Consumer,Office Supplies,Paper,7,17.9,125.3,0.05,13.93,2019,01-01-2019,7,11.11731844
ORD100653,28-07-2019,29-07-2019,CUST1391,South,Corporate,Technology,Copiers,2,88.19,176.38,0.15,15.57,2019,01-07-2019,1,8.827531466
ORD100654,06-01-2023,08-01-2023,CUST1089,West,Home Office,Office Supplies,Pens,8,40.03,320.24,0.15,-4.47,2023,01-01-2023,2,-1.395828129
ORD100655,07-10-2019,08-10-2019,CUST1155,South,Consumer,Technology,Accessories,2,134.8,269.6,0.1,45.91,2019,01-10-2019,1,17.02893175
ORD100656,12-01-2020,15-01-2020,CUST1015,Central,Consumer,Office Supplies,Paper,7,70.49,493.43,0.05,42.17,2020,01-01-2020,3,8.54629836
ORD100657,13-06-2021,18-06-2021,CUST1177,East,Consumer,Furniture,Furnishings,8,37.57,300.56,0.05,13.54,2021,01-06-2021,5,4.504924142
ORD100658,31-12-2023,02-01-2024,CUST1340,East,Corporate,Office Supplies,Paper,6,49.5,297,0.05,27.45,2023,01-12-2023,2,9.242424242
ORD100659,12-04-2023,13-04-2023,CUST1220,South,Consumer,Furniture,Chairs,5,16.93,84.65,0.2,-2.86,2023,01-04-2023,1,-3.378617838
ORD100660,04-03-2022,06-03-2022,CUST1143,South,Consumer,Office Supplies,Pens,4,27.94,111.76,0.05,7.87,2022,01-03-2022,2,7.041875447
ORD100661,27-02-2021,28-02-2021,CUST1089,East,Consumer,Office Supplies,Binders,5,90.25,451.25,0.15,12.83,2021,01-02-2021,1,2.843213296
ORD100662,24-12-2024,26-12-2024,CUST1481,West,Corporate,Office Supplies,Binders,2,31.94,63.88,0,0.56,2024,01-12-2024,2,0.876643707
ORD100663,04-10-2023,08-10-2023,CUST1255,South,Corporate,Furniture,Tables,3,53.82,161.46,0,15.87,2023,01-10-2023,4,9.829059829
ORD100664,21-09-2020,22-09-2020,CUST1082,East,Consumer,Office Supplies,Pens,6,27.22,163.32,0,25.05,2020,01-09-2020,1,15.33798677
ORD100665,30-12-2020,07-01-2021,CUST1418,West,Home Office,Technology,Phones,9,125.84,1132.56,0.1,162.45,2020,01-12-2020,8,14.34361093
ORD100666,09-05-2023,13-05-2023,CUST1075,South,Consumer,Technology,Computers,4,70.29,281.16,0.1,48.81,2023,01-05-2023,4,17.36022194
ORD100667,29-04-2020,01-05-2020,CUST1346,East,Corporate,Technology,Phones,8,118.31,946.48,0,188.26,2020,01-04-2020,2,19.8905418
ORD100668,05-01-2023,08-01-2023,CUST1432,Central,Corporate,Furniture,Chairs,9,31.4,282.6,0.05,11.44,2023,01-01-2023,3,4.048124558
ORD100669,21-12-2019,24-12-2019,CUST1366,South,Consumer,Office Supplies,Labels,8,18.01,144.08,0.2,9.81,2019,01-12-2019,3,6.808717379
ORD100670,07-05-2019,12-05-2019,CUST1463,West,Corporate,Technology,Accessories,4,111.79,447.16,0.15,43.79,2019,01-05-2019,5,9.792915288
ORD100671,23-04-2022,26-04-2022,CUST1468,Central,Corporate,Furniture,Tables,8,55.01,440.08,0.2,-19.5,2022,01-04-2022,3,-4.431012543
ORD100672,09-03-2023,10-03-2023,CUST1083,West,Consumer,Furniture,Chairs,7,30.51,213.57,0,14.69,2023,01-03-2023,1,6.878306878
ORD100673,03-06-2023,06-06-2023,CUST1401,Central,Consumer,Technology,Phones,4,119.46,477.84,0.2,41.79,2023,01-06-2023,3,8.745605224
ORD100674,09-11-2022,11-11-2022,CUST1067,West,Consumer,Office Supplies,Paper,2,67.21,134.42,0.15,6.54,2022,01-11-2022,2,4.865347419
ORD100675,01-11-2021,02-11-2021,CUST1009,East,Home Office,Office Supplies,Paper,6,65.51,393.06,0.15,16.61,2021,01-11-2021,1,4.225817941
ORD100676,04-03-2024,07-03-2024,CUST1029,Central,Corporate,Technology,Phones,5,107.02,535.1,0.05,91.63,2024,01-03-2024,3,17.12390207
ORD100677,07-02-2020,10-02-2020,CUST1096,Central,Consumer,Office Supplies,Labels,1,47.85,47.85,0.2,-0.11,2020,01-02-2020,3,-0.229885057
ORD100678,18-08-2021,21-08-2021,CUST1237,West,Consumer,Office Supplies,Binders,7,14.66,102.62,0.1,9.32,2021,01-08-2021,3,9.082050283
ORD100679,06-09-2022,09-09-2022,CUST1056,West,Consumer,Technology,Copiers,3,84.42,253.26,0.05,46.19,2022,01-09-2022,3,18.23817421
ORD100680,19-07-2022,20-07-2022,CUST1126,East,Consumer,Furniture,Tables,6,102.94,617.64,0,50.6,2022,01-07-2022,1,8.192474581
ORD100681,22-11-2023,24-11-2023,CUST1200,West,Corporate,Office Supplies,Pens,1,35.56,35.56,0.05,2.36,2023,01-11-2023,2,6.636670416
ORD100682,19-05-2024,24-05-2024,CUST1257,Central,Consumer,Technology,Copiers,4,48.28,193.12,0,35.19,2024,01-05-2024,5,18.22183099
ORD100683,20-12-2020,24-12-2020,CUST1387,Central,Home Office,Technology,Phones,6,59.3,355.8,0,72.65,2020,01-12-2020,4,20.41877459
ORD100684,15-03-2021,16-03-2021,CUST1210,East,Home Office,Office Supplies,Binders,2,63.47,126.94,0.15,6.86,2021,01-03-2021,1,5.404127934
ORD100685,08-05-2019,10-05-2019,CUST1251,West,Home Office,Furniture,Furnishings,9,26.61,239.49,0.15,-9.95,2019,01-05-2019,2,-4.15466199
ORD100686,03-12-2021,07-12-2021,CUST1432,West,Consumer,Technology,Computers,1,57.75,57.75,0,13.61,2021,01-12-2021,4,23.56709957
ORD100687,06-04-2022,07-04-2022,CUST1341,South,Consumer,Office Supplies,Binders,2,50.88,101.76,0,5.69,2022,01-04-2022,1,5.59158805
ORD100688,05-09-2021,10-09-2021,CUST1037,West,Consumer,Furniture,Tables,9,14.76,132.84,0,7.9,2021,01-09-2021,5,5.947003914
